ERR793600.742976	eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0006 peptidase M24;
ERR793600.1472201	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111AZ4 Transcriptional regulator, ARAC family;
ERR793600.1191190	eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410XTHX Enoyl-CoA hydratase;
ERR793600.706507	eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;ENOG410XPD8 nonribosomal peptide;
ERR793600.1161360	eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410XQF4 Alkane 1-monooxygenase;
ERR793600.1578142	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111I90 GntR Family Transcriptional Regulator;
ERR793600.213527	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410ZMY0 cytoplasmic linker associated protein;
ERR793600.635683	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNNC ATPase, Ca transporting, plasma membrane;
ERR793600.942875	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNNC ATPase, Ca transporting, plasma membrane;
ERR793600.65492	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNNV TonB dependent receptor;
ERR793600.77763	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNNV TonB dependent receptor;
ERR793600.579657	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNNV TonB dependent receptor;
ERR793600.1362207	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNNV TonB dependent receptor;
ERR793600.65492	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNNV TonB dependent receptor;
ERR793600.189392	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNNV TonB dependent receptor;
ERR793600.579657	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNNV TonB dependent receptor;
ERR793600.1362207	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNNV TonB dependent receptor;
ERR793600.1550445	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNNX drug resistance transporter, Bcr CflA;
ERR793600.505142	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG410ZU53 glycosyl transferase family;
ERR793600.505142	eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG410ZU53 glycosyl transferase family;
ERR793600.1299733	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XQ6Q peroxisomal biogenesis factor;
ERR793600.1014339	eggNOG;metabolism;[H] Coenzyme transport and metabolism;ENOG4111NEJ Catalyzes the circularization of gamma-N-acetyl- alpha,gamma-diaminobutyric acid (ADABA) to ectoine (1,4,5,6- tetrahydro-2-methyl-4-pyrimidine carboxylic acid), which is an excellent osmoprotectant (By similarity);
ERR793600.61725	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410YZXE paf1, RNA polymerase II associated factor, homolog (S. cerevisiae);
ERR793600.547690	eggNOG;metabolism;[E] Amino acid transport and metabolism;ENOG410Y45M glycine amidinotransferase activity;
ERR793600.631647	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XPHD solute carrier family 4;
ERR793600.246354	eggNOG;informationStorageAndProcessing;[B] Chromatin structure and dynamics;ENOG410XPH4 chromatin silencing at telomere;
ERR793600.246354	eggNOG;informationStorageAndProcessing;[B] Chromatin structure and dynamics;ENOG410XPH4 chromatin silencing at telomere;
ERR793600.531632	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111X77 Myb transcription factor;
ERR793600.531632	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111X77 Myb transcription factor;
ERR793600.739147	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XQJW Protein phosphatase 2, regulatory subunit B;
ERR793600.844208	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG4111UTW transposase;
ERR793600.48390	eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;ENOG411220Z Binds directly to 16S ribosomal RNA (By similarity);
ERR793600.1061065	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG4111K44 Rho GDP dissociation inhibitor (GDI);
ERR793600.1116920	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410YS5T Transcription factor;
ERR793600.1117110	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410YS5T Transcription factor;
ERR793600.932269	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410ZIID DNA polymerase type B, organellar and viral;
ERR793600.6394	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XSI1 Vacuolar Protein;
ERR793600.1259495	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XSI1 Vacuolar Protein;
ERR793600.1158009	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XQRW AraC Family Transcriptional Regulator;
ERR793600.1248365	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XRPR ran binding protein;
ERR793600.292971	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410Z1TX response regulator (Receiver;
ERR793600.292971	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410Z1TX response regulator (Receiver;
ERR793600.293119	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410Z1TX response regulator (Receiver;
ERR793600.1252723	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410ZD2D This protein is a component of the reaction center of photosystem II (By similarity);
ERR793600.1079636	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4112DFI XRE family Transcriptional regulator;
ERR793600.1079636	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4112DFI XRE family Transcriptional regulator;
ERR793600.1269237	eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;ENOG410XSAV translation Initiation Factor;
ERR793600.1008525	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XQ5K Ubox domain-containing protein;
ERR793600.992883	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410ZVGS Major Facilitator Superfamily;
ERR793600.992883	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410ZVGS Major Facilitator Superfamily;
ERR793600.162484	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XQKN TonB-dependent receptor;
ERR793600.418797	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XQZX drug resistance transporter emrb qaca subfamily;
ERR793600.1086087	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG4111NFC Glutaredoxin;
ERR793600.869743	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410Y3C2 response regulator (Receiver;
ERR793600.314106	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG4111X41 trafficking protein particle complex;
ERR793600.937639	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XR3F Transcriptional regulator;
ERR793600.937639	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XR3F Transcriptional regulator;
ERR793600.995675	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XNXS beta-amylase;
ERR793600.1222387	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XQI5 response regulator;
ERR793600.1222387	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XQI5 response regulator;
ERR793600.1047635	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XRI2 DnaJ (Hsp40) homolog, subfamily C, member 13;
ERR793600.951213	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410YMPH transcription, DNA-dependent;
ERR793600.604521	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XNMH Histidine kinase;
ERR793600.825746	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XNMH Histidine kinase;
ERR793600.732677	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XNMH Histidine kinase;
ERR793600.784623	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XNMH Histidine kinase;
ERR793600.482592	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XPU2 extracellular solute-binding protein;
ERR793600.343280	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XR7P Involved in DNA repair and RecF pathway recombination (By similarity);
ERR793600.343280	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XR7P Involved in DNA repair and RecF pathway recombination (By similarity);
ERR793600.24877	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XNTU protein ubiquitination;
ERR793600.24877	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XNTU protein ubiquitination;
ERR793600.1187195	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XRM1 Protein phosphatase 6, regulatory subunit;
ERR793600.300185	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111QJC rna polymerase;
ERR793600.206976	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG4111FKS extracellular solute-binding protein;
ERR793600.206976	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG4111FKS extracellular solute-binding protein;
ERR793600.172650	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XSH3 receptor;
ERR793600.172650	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XSH3 receptor;
ERR793600.893934	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XPF6 DNA- binding protein;
ERR793600.453712	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XRQU regulator;
ERR793600.865041	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG41124SV Phage transcriptional regulator AlpA;
ERR793600.1069665	eggNOG;metabolism;[E] Amino acid transport and metabolism;ENOG410Y38I amino acid AbC transporter;
ERR793600.158046	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XPYK Phospholipid-transporting atpase;
ERR793600.158046	eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XPYK Phospholipid-transporting atpase;
ERR793600.205360	eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410XQ4C acyl-Coa dehydrogenase;
ERR793600.205360	eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410XQ4C acyl-Coa dehydrogenase;
ERR793600.907363	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XQ4Y DNA (cytosine-5-)-methyltransferase;
ERR793600.377777	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XNVB LysR family (Transcriptional regulator;
ERR793600.365704	eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410XS4Q Short-chain dehydrogenase reductase Sdr;
ERR793600.365704	eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410XS4Q Short-chain dehydrogenase reductase Sdr;
ERR793600.1194827	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG410XP0A chromatin modification;
ERR793600.115700	eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410ZVC8 drug resistance transporter emrb qaca subfamily;
ERR793600.835137	eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;ENOG4111IU1 Transposase;
ERR793600.1280556	eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XSSD Transporter;
ERR793600.583480	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG41123XR Transcriptional regulator;
ERR793600.529735	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XUDQ Required for respiratory activity and maintenance and expression of the mitochondrial genome (By similarity);
ERR793600.529735	eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XUDQ Required for respiratory activity and maintenance and expression of the mitochondrial genome (By similarity);
ERR793600.459443	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XNY0 Mitogen-activated protein kinase;
ERR793600.302064	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XNYY LysR family Transcriptional regulator;
ERR793600.302064	eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XNYY LysR family Transcriptional regulator;
ERR793600.259524	eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410XQHE indoleamine 2,3-dioxygenase;
ERR793600.843075	eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410Y515 associated kinase;
